3611100,Fishers Island Union Free School District,6390,2,4.046689792,11.56694626
3620580,New York City Department Of Education,10002,216,0.822291455,0.0
3620580,New York City Department Of Education,10003,216,0.571712301,0.0
3620580,New York City Department Of Education,10004,216,0.455576628,0.0
3620580,New York City Department Of Education,10005,216,0.072867905,0.0
3620580,New York City Department Of Education,10006,216,0.096768788,0.0
3620580,New York City Department Of Education,10007,216,0.159896108,0.0
3620580,New York City Department Of Education,10009,216,0.616722549,0.0
3620580,New York City Department Of Education,10010,216,0.368588194,0.0
3620580,New York City Department Of Education,10011,216,0.64755551,0.0
3620580,New York City Department Of Education,10012,216,0.323951308,0.0
3620580,New York City Department Of Education,10013,216,0.54437202,0.0
3620580,New York City Department Of Education,10014,216,0.484886416,0.0
3620580,New York City Department Of Education,10016,216,0.549227255,0.0
3620580,New York City Department Of Education,10017,216,0.298404857,0.0
3620580,New York City Department Of Education,10018,216,0.344032096,0.0
3620580,New York City Department Of Education,10019,216,0.658884906,0.006898101
3620580,New York City Department Of Education,10020,216,0.018051821,0.0
3620580,New York City Department Of Education,10021,216,0.358093165,0.0
3620580,New York City Department Of Education,10022,216,0.444514415,0.0
3620580,New York City Department Of Education,10023,216,0.969282097,0.03671407
3620580,New York City Department Of Education,10024,216,0.885170897,0.156343968
3620580,New York City Department Of Education,10025,216,0.888858558,0.0
3620580,New York City Department Of Education,10026,216,0.383293282,0.0
3620580,New York City Department Of Education,10027,216,0.942442204,3.98457E-4
3620580,New York City Department Of Education,10028,216,0.315515748,0.0
3620580,New York City Department Of Education,10029,216,1.153308432,0.019004721
3620580,New York City Department Of Education,10030,216,0.277264605,0.0
3620580,New York City Department Of Education,10031,216,0.669141324,0.0
3620580,New York City Department Of Education,10032,216,0.672643271,0.0
3620580,New York City Department Of Education,10033,216,0.596451412,0.0
3620580,New York City Department Of Education,10034,216,1.024042582,0.004321642
3620580,New York City Department Of Education,10035,216,1.404657087,0.0
3620580,New York City Department Of Education,10036,216,0.447237593,0.0
3620580,New York City Department Of Education,10037,216,0.232813434,0.0
3620580,New York City Department Of Education,10038,216,0.288639175,0.0
3620580,New York City Department Of Education,10039,216,0.299175904,0.0
3620580,New York City Department Of Education,10040,216,0.566999924,0.0
3620580,New York City Department Of Education,10044,216,0.230070178,0.0
3620580,New York City Department Of Education,10065,216,0.417386104,0.0
3620580,New York City Department Of Education,10069,216,0.041002893,0.0
3620580,New York City Department Of Education,10075,216,0.188664195,0.0
3620580,New York City Department Of Education,10103,216,0.009566067,0.0
3620580,New York City Department Of Education,10110,216,0.010313175,0.0
3620580,New York City Department Of Education,10111,216,0.009563365,0.0
3620580,New York City Department Of Education,10112,216,0.009600431,0.0
3620580,New York City Department Of Education,10115,216,0.002555224,0.0
3620580,New York City Department Of Education,10119,216,0.025460736,0.0
3620580,New York City Department Of Education,10128,216,0.453560016,0.0
3620580,New York City Department Of Education,10152,216,0.004796547,0.0
3620580,New York City Department Of Education,10153,216,0.004741721,0.0
3620580,New York City Department Of Education,10154,216,0.004780717,0.0
3620580,New York City Department Of Education,10162,216,0.012797743,0.0
3620580,New York City Department Of Education,10165,216,0.005041722,0.0
3620580,New York City Department Of Education,10167,216,0.004786123,0.0
