,GraduationPercentageRate,HouseholdIncome,FundingPerStudent,DropoutPercentageRate,Percentage of Minority Students,DistrictName
383,83.0,53930.13,25123.2,6.0,7.9,FRANKLINVILLE CSD
384,96.0,51986.5,17255.21,2.0,20.7,FREDONIA CSD
385,86.0,118306.25,21484.73,2.0,94.5,FREEPORT UFSD
386,94.0,49021.5,17462.27,2.0,6.0,FREWSBURG CSD
387,78.0,47778.0,29150.45,9.0,9.2,FRIENDSHIP CSD
388,91.0,74888.25,14894.51,3.0,11.8,FRONTIER CSD
389,84.0,60755.75,19719.91,10.0,10.3,FULTON CITY SD
390,87.0,76572.38,18867.04,6.0,1.1,GALWAY CSD
391,90.0,81453.0,18478.74,5.0,15.2,GANANDA CSD
392,98.0,135299.67,23500.03,0.0,16.0,GARDEN CITY UFSD
393,98.0,122279.5,36524.49,0.0,27.5,GARRISON UFSD
395,93.0,62807.6,13567.3,4.0,6.0,GENERAL BROWN CSD
396,90.0,53666.63,23997.0,8.0,5.0,GENESEE VALLEY CSD
397,93.0,59282.2,18482.09,3.0,17.5,GENESEO CSD
398,88.0,58524.25,20180.79,9.0,57.1,GENEVA CITY SD
400,93.0,70628.0,5403.88,7.0,14.0,GERMANTOWN CSD
401,92.0,54588.63,23117.52,3.0,3.8,GILBERTSVILLE-MOUNT UPTON CSD
402,100.0,56186.08,26541.08,0.0,4.8,GILBOA-CONESVILLE CSD
403,87.0,114053.5,22819.95,4.0,75.5,GLEN COVE CITY SD
404,84.0,66618.0,17131.9,8.0,14.4,GLENS FALLS CITY SD
405,84.0,66618.0,23169.56,8.0,19.7,GLENS FALLS COMN SD
406,68.0,53646.4,18618.2,17.0,20.0,GLOVERSVILLE CITY SD
408,96.0,95000.0,22102.68,0.0,22.4,GOSHEN CSD
409,84.0,52115.0,18367.44,9.0,3.9,GOUVERNEUR CSD
410,82.0,53409.29,24073.62,14.0,35.7,GOWANDA CSD
411,95.0,90386.0,17396.91,2.0,15.2,GRAND ISLAND CSD
412,79.0,56732.75,18308.97,11.0,5.3,GRANVILLE CSD
413,93.0,140796.17,28782.39,2.0,56.0,GREAT NECK UFSD
414,93.0,56750.0,16901.72,0.0,42.1,GREECE CSD
415,86.0,49862.0,23487.08,11.0,19.0,GREEN ISLAND UFSD
416,93.0,124601.66,34414.7,0.0,87.9,GREENBURGH CSD
418,89.0,51063.71,20546.04,6.0,5.3,GREENE CSD
419,75.0,79762.34,24403.49,20.0,72.7,GREENPORT UFSD
420,87.0,75317.47,23538.21,3.0,4.4,GREENVILLE CSD
421,91.0,77175.88,18651.65,1.0,5.1,GREENWICH CSD
422,91.0,92963.34,33865.79,1.0,35.2,GREENWOOD LAKE UFSD
423,90.0,65364.75,19387.04,3.0,8.9,GROTON CSD
424,94.0,75045.11,17693.96,2.0,26.5,GUILDERLAND CSD
425,89.0,62414.71,25299.07,7.0,4.4,HADLEY-LUZERNE CSD
426,93.0,104061.0,25957.28,3.0,17.2,HALDANE CSD
427,95.0,117510.14,27791.97,1.0,47.2,HALF HOLLOW HILLS CSD
428,92.0,79445.84,17076.46,3.0,7.0,HAMBURG CSD
429,90.0,56966.83,20603.59,5.0,8.7,HAMILTON CSD
430,74.0,58918.5,26123.36,16.0,1.2,HAMMOND CSD
431,76.0,51205.75,27744.76,11.0,7.3,HAMMONDSPORT CSD
432,91.0,92699.75,21642.94,6.0,63.1,HAMPTON BAYS UFSD
433,97.0,54114.0,29004.88,3.0,9.4,HANCOCK CSD
434,82.0,54135.2,19515.27,10.0,4.0,HANNIBAL CSD
435,95.0,135911.0,24499.74,1.0,28.1,HARBORFIELDS CSD
436,84.0,56108.57,21205.12,3.0,4.7,HARPURSVILLE CSD
437,98.0,137353.5,28893.27,1.0,35.2,HARRISON CSD
438,91.0,50445.0,25442.94,9.0,5.6,HARRISVILLE CSD
439,83.0,57991.86,21509.8,7.0,6.3,HARTFORD CSD
440,96.0,137899.0,27795.13,1.0,28.5,HASTINGS-ON-HUDSON UFSD
441,95.0,111789.0,28953.45,0.0,27.8,HAUPPAUGE UFSD
444,66.0,44250.0,17445.73,13.0,94.4,NYC GEOG DIST # 8 - BRONX
445,87.0,71187.4,26257.19,0.0,3.5,REMSEN CSD
446,87.0,106765.34,58547.76,0.0,27.3,REMSENBURG-SPEONK UFSD
447,84.0,77000.0,17978.0,5.0,44.6,RENSSELAER CITY SD
448,93.0,89250.5,30026.67,1.0,16.9,RHINEBECK CSD
449,92.0,57788.71,24034.39,8.0,5.5,RICHFIELD SPRINGS CSD
450,92.0,43987.0,33327.7,8.0,4.9,RIPLEY CSD
451,76.0,82145.0,18810.89,13.0,67.0,RIVERHEAD CSD
452,68.0,53004.43,19885.5,13.0,90.4,ROCHESTER CITY SD
453,98.0,107137.0,29490.95,0.0,26.5,ROCKVILLE CENTRE UFSD
454,95.0,119852.75,24991.0,4.0,22.1,ROCKY POINT UFSD
455,82.0,64102.13,17823.87,8.0,21.0,ROME CITY SD
456,82.0,55966.8,20890.39,6.0,11.1,ROMULUS CSD
457,88.0,71359.3,28695.99,8.0,15.9,RONDOUT VALLEY CSD
458,75.0,112783.25,20300.43,16.0,99.9,ROOSEVELT UFSD
459,89.0,55007.25,30693.78,0.0,13.6,ROSCOE CSD
460,99.0,165746.0,29181.7,1.0,32.2,ROSLYN UFSD
461,91.0,63371.0,15118.77,3.0,23.9,ROTTERDAM-MOHONASEN CSD
462,86.0,60713.0,34739.37,0.0,4.2,ROXBURY CSD
463,92.0,68789.0,16056.73,6.0,8.7,ROYALTON-HARTLAND CSD
464,92.0,85732.0,19635.2,3.0,42.6,RUSH-HENRIETTA CSD
465,96.0,140148.33,25422.18,0.0,20.6,RYE CITY SD
466,93.0,146139.0,22836.77,1.0,37.5,RYE NECK UFSD
467,94.0,108960.84,20861.5,2.0,30.0,SACHEM CSD
468,90.0,62790.8,18003.63,5.0,10.8,SACKETS HARBOR CSD
469,89.0,98489.0,38192.07,3.0,27.7,SAG HARBOR UFSD
470,89.0,90326.0,55333.31,3.0,6.2,SAGAPONACK COMN SD
471,79.0,45555.17,24617.42,3.0,50.5,SALAMANCA CITY SD
472,78.0,66846.84,19489.37,12.0,5.3,SALEM CSD
473,85.0,48057.55,26274.61,6.0,67.7,SALMON RIVER CSD
474,90.0,57632.45,25117.81,3.0,4.6,SANDY CREEK CSD
475,90.0,62700.29,22036.63,7.0,3.6,SARANAC CSD
476,93.0,63221.08,24587.99,4.0,2.8,SARANAC LAKE CSD
477,92.0,84608.25,17059.93,4.0,11.8,SARATOGA SPRINGS CITY SD
478,84.0,57250.5,21994.66,10.0,24.6,SAUGERTIES CSD
479,93.0,67379.88,17140.41,3.0,7.6,SAUQUOIT VALLEY CSD
480,97.0,116648.0,27033.14,0.0,12.9,SAYVILLE UFSD
481,98.0,151912.0,28842.09,1.0,36.4,SCARSDALE UFSD
482,90.0,77453.13,18953.56,4.0,14.7,SCHALMONT CSD
483,74.0,59576.0,18266.0,11.0,79.6,SCHENECTADY CITY SD
484,81.0,60163.83,21163.27,9.0,5.8,SCHENEVUS CSD
485,97.0,91121.25,21104.26,0.0,7.9,SCHODACK CSD
486,89.0,66572.63,20304.39,4.0,5.5,SCHOHARIE CSD
487,100.0,63459.4,25128.01,0.0,1.5,SCHROON LAKE CSD
488,96.0,74302.57,19497.47,2.0,4.9,SCHUYLERVILLE CSD
489,81.0,47109.67,25594.63,16.0,3.0,SCIO CSD
490,88.0,63474.5,19185.24,6.0,10.3,SCOTIA-GLENVILLE CSD
491,95.0,137155.0,26115.27,2.0,12.4,SEAFORD UFSD
492,87.0,53409.0,16786.23,6.0,17.9,SENECA FALLS CSD
494,94.0,55067.4,38377.69,6.0,7.1,SHARON SPRINGS CSD
495,96.0,98213.0,48559.74,4.0,33.9,SHELTER ISLAND UFSD
496,92.0,89906.0,15279.98,3.0,25.3,SHENENDEHOWA CSD
497,86.0,52390.4,20802.82,3.0,3.9,SHERBURNE-EARLVILLE CSD
498,91.0,55302.8,20545.12,3.0,4.0,SHERMAN CSD
499,95.0,66556.11,16933.8,3.0,5.2,SHERRILL CITY SD
500,94.0,107032.25,26463.85,1.0,13.3,SHOREHAM-WADING RIVER CSD
501,93.0,49572.86,19569.51,4.0,13.3,SIDNEY CSD
502,89.0,49337.0,19547.02,4.0,28.8,SILVER CREEK CSD
503,94.0,72358.34,19456.71,2.0,6.0,SKANEATELES CSD
504,95.0,122502.71,24979.97,0.0,19.6,SMITHTOWN CSD
505,86.0,58886.43,20747.89,4.0,40.6,SODUS CSD
506,89.0,58748.0,18811.28,1.0,28.6,SOLVAY UFSD
507,94.0,140010.17,27456.96,0.0,16.9,SOMERS CSD
508,94.0,79064.14,18621.48,2.0,35.5,SOUTH COLONIE CSD
509,83.0,91574.84,26730.96,8.0,63.1,SOUTH COUNTRY CSD
510,88.0,72290.66,15609.87,5.0,8.5,SOUTH GLENS FALLS CSD
511,89.0,126591.0,23839.17,3.0,62.1,SOUTH HUNTINGTON UFSD
512,88.0,62194.0,15009.88,3.0,6.0,SOUTH JEFFERSON CSD
513,94.0,59543.14,20685.26,0.0,7.3,SOUTH KORTRIGHT CSD
514,85.0,57142.67,21091.9,6.0,5.1,SOUTH LEWIS CSD
515,93.0,122988.0,27002.95,2.0,32.4,SOUTH ORANGETOWN CSD
516,90.0,60471.5,28768.85,7.0,5.0,SOUTH SENECA CSD
517,89.0,126957.25,35375.27,2.0,55.6,SOUTHAMPTON UFSD
518,86.0,70813.78,20456.5,9.0,17.5,SOUTHERN CAYUGA CSD
519,87.0,97076.0,34388.43,9.0,37.7,SOUTHOLD UFSD
520,92.0,52045.2,16269.54,4.0,12.2,SOUTHWESTERN CSD AT JAMESTOWN
521,90.0,68081.0,28094.81,4.0,41.9,SPACKENKILL UFSD
522,81.0,57482.91,21091.38,8.0,5.1,SPENCER-VAN ETTEN CSD
523,91.0,70703.0,18387.91,4.0,20.4,SPENCERPORT CSD
524,91.0,109375.0,25059.64,4.0,61.7,SPRINGS UFSD
527,71.0,53572.13,25978.35,10.0,7.2,STAMFORD CSD
528,93.0,69500.0,14872.59,3.0,6.8,STARPOINT CSD
529,84.0,82021.4,19288.45,11.0,5.7,STILLWATER CSD
530,90.0,55979.5,20271.97,7.0,7.3,STOCKBRIDGE VALLEY CSD
531,92.0,91666.0,27125.39,4.0,49.2,SUFFERN CSD
532,90.0,63396.94,26133.65,8.0,15.1,SULLIVAN WEST CSD
533,87.0,54191.25,20962.12,7.0,10.4,SUSQUEHANNA VALLEY CSD
534,89.0,55963.17,15937.75,7.0,12.4,MAINE-ENDWELL CSD
535,90.0,59328.0,23833.02,3.0,3.2,ADDISON CSD
536,92.0,63986.36,14013.61,5.0,1.7,ADIRONDACK CSD
537,83.0,54818.29,24128.02,10.0,8.9,AFTON CSD
538,95.0,76903.75,17552.56,3.0,17.5,AKRON CSD
539,71.0,61049.18,22382.65,12.0,80.2,ALBANY CITY SD
540,85.0,60784.29,15094.95,11.0,25.5,ALBION CSD
541,96.0,80543.78,16574.76,1.0,4.2,ALDEN CSD
542,95.0,67828.57,19435.51,2.0,6.5,ALEXANDER CSD
543,88.0,55344.5,21219.66,5.0,5.3,ALEXANDRIA CSD
544,100.0,51929.29,18461.16,0.0,9.7,ALFRED-ALMOND CSD
545,87.0,49249.8,16367.35,4.0,8.1,ALLEGANY-LIMESTONE CSD
546,82.0,62701.6,23307.26,9.0,6.4,ALTMAR-PARISH-WILLIAMSTOWN CSD
547,82.0,114088.66,97583.8,9.0,39.1,AMAGANSETT UFSD
548,93.0,69733.66,15755.19,1.0,33.1,AMHERST CSD
549,85.0,109412.0,23455.51,7.0,95.4,AMITYVILLE UFSD
550,84.0,65237.57,17207.22,6.0,59.3,AMSTERDAM CITY SD
551,100.0,56633.86,38857.67,0.0,10.8,ANDES CSD
552,89.0,49658.6,24277.59,4.0,2.9,ANDOVER CSD
553,97.0,158208.72,25178.37,0.0,42.5,ARDSLEY UFSD
554,86.0,62666.25,23262.18,11.0,5.4,ARGYLE CSD
555,100.0,57429.4,19505.93,0.0,6.1,ARKPORT CSD
556,91.0,90955.71,21035.77,3.0,34.4,ARLINGTON CSD
557,91.0,66734.22,20326.08,2.0,4.7,ATTICA CSD
558,76.0,51517.0,15909.72,12.0,23.0,AUBURN CITY SD
559,88.0,72556.14,23515.55,11.0,3.4,AUSABLE VALLEY CSD
560,94.0,84931.25,18170.81,3.0,8.7,AVERILL PARK CSD
561,95.0,49992.17,23182.35,3.0,6.9,AVOCA CSD
562,93.0,75221.8,15986.52,2.0,11.9,AVON CSD
563,96.0,112620.0,29037.85,0.0,24.2,BABYLON UFSD
564,96.0,51899.86,18604.94,0.0,9.6,BAINBRIDGE-GUILFORD CSD
565,95.0,98237.4,24058.03,0.0,87.9,BALDWIN UFSD
566,93.0,70991.0,16551.37,4.0,12.4,BALDWINSVILLE CSD
567,89.0,86613.84,17822.98,6.0,8.3,BALLSTON SPA CSD
568,92.0,62311.71,20097.18,2.0,12.4,BARKER CSD
569,94.0,60567.0,19357.91,2.0,27.9,BATAVIA CITY SD
570,90.0,52368.57,14747.3,6.0,4.0,BATH CSD
571,87.0,116545.0,23456.92,4.0,72.2,BAY SHORE UFSD
572,98.0,110745.75,30894.87,0.0,15.0,BAYPORT-BLUE POINT UFSD
573,88.0,84118.34,20683.23,6.0,55.3,BEACON CITY SD
574,91.0,52416.5,15124.46,1.0,2.6,BEAVER RIVER CSD
575,86.0,151156.8,29882.43,4.0,48.4,BEDFORD CSD
576,94.0,60106.67,15225.58,3.0,5.5,BEEKMANTOWN CSD
577,81.0,51402.29,22753.52,0.0,4.0,BELFAST CSD
579,92.0,146297.33,28180.7,0.0,23.2,BELLMORE UFSD
581,98.0,54523.0,17784.12,2.0,3.7,BEMUS POINT CSD
583,82.0,79717.38,24974.93,13.0,3.6,BERLIN CSD
584,92.0,77819.2,24220.44,1.0,6.0,BERNE-KNOX-WESTERLO CSD
585,94.0,89023.66,17185.56,3.0,16.0,BETHLEHEM CSD
586,95.0,130513.4,26750.9,1.0,37.3,BETHPAGE UFSD
587,73.0,48095.0,20117.55,16.0,58.3,BINGHAMTON CITY SD
588,99.0,125493.0,27396.38,0.0,22.3,BLIND BROOK-RYE UFSD
589,94.0,52773.83,21660.27,5.0,3.0,BOLIVAR-RICHBURG CSD
590,86.0,82051.0,38860.88,0.0,10.1,BOLTON CSD
592,97.0,57434.0,25011.05,3.0,2.5,BRADFORD CSD
593,86.0,52303.6,18091.67,8.0,6.2,BRASHER FALLS CSD
594,76.0,98721.0,19390.0,12.0,97.1,BRENTWOOD UFSD
595,88.0,103172.66,26271.8,6.0,49.2,BREWSTER CSD
596,97.0,166958.5,30106.31,1.0,32.4,BRIARCLIFF MANOR UFSD
597,86.0,115114.0,60852.77,7.0,77.5,BRIDGEHAMPTON UFSD
598,95.0,79012.8,18309.26,1.0,32.0,BRIGHTON CSD
599,90.0,59113.75,16438.42,6.0,5.1,BROADALBIN-PERTH CSD
600,91.0,68815.57,19153.63,2.0,20.5,BROCKPORT CSD
601,88.0,54416.17,22092.47,7.0,18.1,BROCTON CSD
602,97.0,108142.0,25738.45,0.0,19.9,BRONXVILLE UFSD
603,82.0,57008.17,24173.83,14.0,1.4,BROOKFIELD CSD
604,92.0,118550.6,22056.41,4.0,41.8,BROOKHAVEN-COMSEWOGUE UFSD
605,88.0,80701.55,17579.17,4.0,10.5,BRUNSWICK CSD (BRITTONKILL)
606,83.0,52123.43,20707.52,5.0,2.8,BRUSHTON-MOIRA CSD
607,76.0,43318.85,18959.77,12.0,81.0,BUFFALO CITY SD
608,96.0,89112.29,17703.0,2.0,7.9,BURNT HILLS-BALLSTON LAKE CSD
609,99.0,147694.28,34560.05,0.0,17.1,BYRAM HILLS CSD
610,98.0,66222.75,21604.84,1.0,11.5,BYRON-BERGEN CSD
611,92.0,63166.27,21073.84,5.0,18.7,CAIRO-DURHAM CSD
612,97.0,66146.16,18494.78,1.0,6.8,CALEDONIA-MUMFORD CSD
613,93.0,75838.29,20247.7,6.0,7.8,CAMBRIDGE CSD
614,86.0,61254.09,19020.69,6.0,6.1,CAMDEN CSD
615,95.0,56361.83,20618.32,3.0,5.4,CAMPBELL-SAVONA CSD
616,94.0,59828.0,21495.74,4.0,6.2,CANAJOHARIE CSD
617,92.0,72225.6,17678.85,4.0,12.7,CANANDAIGUA CITY SD
618,71.0,56816.0,24196.83,18.0,5.5,CANASERAGA CSD
619,84.0,72601.0,17657.1,7.0,10.0,CANASTOTA CSD
620,93.0,60132.5,19391.18,3.0,7.2,CANDOR CSD
621,93.0,50768.0,22874.26,4.0,4.3,CANISTEO-GREENWOOD CSD
622,82.0,54204.0,20152.15,1.0,7.3,CANTON CSD
623,98.0,104753.34,32591.09,0.0,35.4,CARLE PLACE UFSD
624,94.0,74452.6,47371.33,3.0,37.7,SWEET HOME CSD
625,99.0,151591.5,30765.31,0.0,47.9,SYOSSET CSD
626,71.0,49428.5,19030.39,11.0,78.1,SYRACUSE CITY SD
627,75.0,71588.84,24336.16,12.0,20.2,TACONIC HILLS CSD
628,95.0,57228.55,19397.93,3.0,8.4,THOUSAND ISLANDS CSD
629,96.0,124953.43,31655.63,1.0,22.9,THREE VILLAGE CSD
630,91.0,80308.25,23812.19,5.0,1.9,TICONDEROGA CSD
631,91.0,59570.14,15563.69,4.0,2.9,TIOGA CSD
632,93.0,58954.0,16138.8,3.0,13.0,TONAWANDA CITY SD
633,100.0,65457.2,26872.8,0.0,3.5,TOWN OF WEBB UFSD
634,75.0,58629.6,27786.88,19.0,18.9,TRI-VALLEY CSD
635,88.0,57325.0,19801.65,7.0,60.3,TROY CITY SD
636,91.0,56880.2,20889.47,0.0,14.6,TRUMANSBURG CSD
637,91.0,105669.5,51082.72,0.0,74.3,TUCKAHOE COMN SD
638,99.0,110517.75,25010.58,0.0,33.6,TUCKAHOE UFSD
639,81.0,72185.5,19646.46,3.0,6.5,TULLY CSD
640,89.0,55435.5,20549.25,2.0,6.0,TUPPER LAKE CSD
641,100.0,103987.0,45079.45,0.0,35.6,TUXEDO UFSD
643,84.0,53665.14,22294.87,3.0,4.5,UNADILLA VALLEY CSD
644,94.0,66015.16,18831.95,0.0,10.4,UNION SPRINGS CSD
645,88.0,57793.5,18861.64,5.0,32.1,UNION-ENDICOTT CSD
646,78.0,111490.66,24253.37,11.0,98.5,UNIONDALE UFSD
647,73.0,55937.33,15176.09,13.0,70.9,UTICA CITY SD
648,93.0,106481.0,30131.68,1.0,46.0,VALHALLA UFSD
649,92.0,91179.38,21709.36,4.0,39.5,VALLEY CSD (MONTGOMERY)
655,93.0,65047.67,18422.74,2.0,22.8,VESTAL CSD
656,95.0,82661.29,13662.02,2.0,17.4,VICTOR CSD
657,96.0,96354.5,17552.5,2.0,10.0,VOORHEESVILLE CSD
658,96.0,106326.0,28103.79,2.0,62.1,WAINSCOTT COMN SD
659,90.0,77384.91,21761.44,3.0,34.8,WALLKILL CSD
660,86.0,54078.0,20436.21,11.0,4.4,WALTON CSD
661,98.0,143313.0,24819.0,0.0,14.9,WANTAGH UFSD
662,94.0,90151.13,19359.75,3.0,31.2,WAPPINGERS CSD
663,85.0,64830.38,23590.05,8.0,6.3,WARRENSBURG CSD
664,92.0,59166.57,18447.56,7.0,8.4,WARSAW CSD
665,95.0,101545.5,18948.67,1.0,25.2,WARWICK VALLEY CSD
666,94.0,104425.22,20640.42,2.0,40.3,WASHINGTONVILLE CSD
667,90.0,70068.0,23921.21,5.0,10.0,WATERFORD-HALFMOON UFSD
668,90.0,54392.67,20639.44,4.0,12.5,WATERLOO CSD
669,77.0,53675.67,14799.55,14.0,30.8,WATERTOWN CITY SD
670,93.0,69413.43,19097.1,0.0,2.6,WATERVILLE CSD
671,88.0,52722.0,13712.89,7.0,54.3,WATERVLIET CITY SD
672,95.0,59327.55,21000.88,1.0,8.6,WATKINS GLEN CSD
673,90.0,54707.5,17881.28,8.0,4.9,WAVERLY CSD
674,94.0,56342.6,19889.88,4.0,3.6,WAYLAND-COHOCTON CSD
675,92.0,80629.66,18290.82,4.0,6.9,WAYNE CSD
676,95.0,75512.0,17463.98,1.0,17.3,WEBSTER CSD
677,96.0,57784.0,21378.37,2.0,8.0,WEEDSPORT CSD
678,89.0,61267.0,32101.51,6.0,3.0,WELLS CSD
679,82.0,54473.6,19328.04,6.0,5.6,WELLSVILLE CSD
680,92.0,108718.34,24688.51,4.0,41.9,WEST BABYLON UFSD
681,96.0,58483.0,21996.67,2.0,4.0,WEST CANADA VALLEY CSD
682,95.0,76938.0,16351.6,0.0,14.1,WEST GENESEE CSD
683,89.0,110161.0,27633.69,6.0,77.2,WEST HEMPSTEAD UFSD
684,93.0,51638.0,17041.73,2.0,29.8,WEST IRONDEQUOIT CSD
685,98.0,116003.0,24902.21,0.0,17.2,WEST ISLIP UFSD
686,91.0,59280.0,16393.8,4.0,15.0,WEST SENECA CSD
687,79.0,58744.17,36386.31,14.0,4.7,WEST VALLEY CSD
688,84.0,152112.0,24100.6,11.0,98.0,WESTBURY UFSD
689,80.0,49503.33,22096.84,4.0,9.3,WESTFIELD CSD
690,93.0,113387.34,25836.22,3.0,35.7,WESTHAMPTON BEACH UFSD
691,96.0,66212.5,17204.54,3.0,16.4,WESTHILL CSD
692,95.0,65308.86,20977.82,0.0,5.0,WESTMORELAND CSD
693,88.0,67558.0,24615.3,3.0,30.2,WHEATLAND-CHILI CSD
694,88.0,49780.33,25960.01,3.0,3.4,WHEELERVILLE UFSD
695,91.0,106715.34,27671.34,3.0,78.1,WHITE PLAINS CITY SD
696,76.0,64743.75,20970.97,16.0,2.8,WHITEHALL CSD
697,94.0,65544.63,17518.67,4.0,10.1,WHITESBORO CSD
698,93.0,45024.67,25735.4,0.0,2.8,WHITESVILLE CSD
699,78.0,55161.86,20246.09,6.0,3.0,WHITNEY POINT CSD
700,89.0,93855.66,20200.92,4.0,59.9,WILLIAM FLOYD UFSD
701,94.0,71056.0,18664.46,1.0,18.9,WILLIAMSON CSD
702,95.0,89129.34,16128.34,2.0,26.9,WILLIAMSVILLE CSD
703,80.0,60185.2,29014.65,5.0,8.7,WILLSBORO CSD
704,91.0,63643.67,19651.21,8.0,9.0,WILSON CSD
705,95.0,53107.0,30935.23,5.0,15.5,WINDHAM-ASHLAND-JEWETT CSD
706,92.0,55349.8,20400.27,4.0,9.0,WINDSOR CSD
707,100.0,54057.5,22629.71,0.0,2.5,WORCESTER CSD
708,56.0,98069.0,21454.95,17.0,99.0,WYANDANCH UFSD
709,56.0,68131.5,17164.28,17.0,11.2,WYNANTSKILL UFSD
710,56.0,62790.5,28167.77,17.0,2.3,WYOMING CSD
711,91.0,94866.45,18820.45,3.0,84.5,YONKERS CITY SD
712,97.0,61273.5,19869.81,2.0,5.4,YORK CSD
713,89.0,58648.46,17445.73,6.0,5.0,YORKSHIRE-PIONEER CSD
